Term,Ont,N,DE,P.DE
organelle,CC,14144,3581,1.2557915908995082e-142
membrane-bounded organelle,CC,13019,3361,4.352548298885008e-133
intracellular organelle part,CC,9811,2730,8.295885743571057e-129
nuclear part,CC,5023,1642,1.5636490309468632e-119
organelle part,CC,10112,2761,6.780557897102353e-118
nuclear lumen,CC,4594,1532,1.819012183567141e-117
intracellular organelle lumen,CC,5740,1749,3.7294208687956215e-97
membrane-enclosed lumen,CC,5740,1749,3.7294208687956215e-97
organelle lumen,CC,5740,1749,3.7294208687956215e-97
cytoplasm,CC,11625,703,1.4187788426954406e-15
intracellular part,CC,15063,858,2.119330487056275e-15
intracellular,CC,15073,858,2.7880639213471956e-15
catalytic complex,CC,1370,136,6.433036141880967e-15
synapse,CC,1171,118,1.8009683491495204e-13
intracellular part,CC,15063,397,4.383132961494352e-13
intracellular,CC,15073,397,5.148996238066613e-13
intermediate filament,CC,214,61,1.6256865544276e-41
integral component of plasma membrane,CC,1634,1,0.07975400234283392
intrinsic component of plasma membrane,CC,1713,1,0.08360991800078177
plasma membrane part,CC,2985,1,0.1456950409996095
integral component of membrane,CC,5330,1,0.2601522842639594
intrinsic component of membrane,CC,5495,1,0.268205778992581
plasma membrane,CC,5637,1,0.27513666536509107
cell periphery,CC,5756,1,0.28094494338149156
cell-cell junction,CC,459,2,5.008414112838136e-4
filtration diaphragm,CC,9,1,8.783915255858865e-4
slit diaphragm,CC,9,1,8.783915255858865e-4
eukaryotic translation initiation factor 4F complex,CC,13,1,0.0012686638722734234
microvillus membrane,CC,23,1,0.0022440111973179855
cell junction,CC,1298,2,0.004010852912372485
intermediate filament,CC,214,53,4.0262548070097945e-39
intracellular part,CC,15063,985,2.6257335208055e-49
intracellular,CC,15073,985,4.305313973709142e-49
nucleoplasm,CC,3512,368,1.4384488359997225e-43
intracellular organelle,CC,13294,902,2.1340084341770048e-43
intracellular organelle part,CC,9811,725,1.1181077327551362e-38
organelle,CC,14144,925,1.7159812935345655e-37
organelle part,CC,10112,736,4.112945699511937e-37
intracellular membrane-bounded organelle,CC,11488,789,8.968069736905503e-32
nucleus,CC,7932,602,6.358611429457113e-31
nuclear lumen,CC,4594,406,6.541155824933405e-31
nuclear part,CC,5023,429,1.1029581669929299e-29
cytosol,CC,5085,426,1.6673218339499394e-27
intracellular organelle lumen,CC,5740,459,1.482965015701894e-25
membrane-enclosed lumen,CC,5740,459,1.482965015701894e-25
neuron part,CC,1729,38,1.9044597471416918e-7
neuron projection,CC,1312,30,2.0880003944334413e-6
plasma membrane part,CC,2985,51,2.6167297526812383e-6
dendrite,CC,620,19,3.3675072441053467e-6
dendritic tree,CC,622,19,3.5278667502075117e-6
plasma membrane bounded cell projection,CC,2103,39,8.60491329163863e-6
cell projection part,CC,1467,30,1.874170265513202e-5
plasma membrane bounded cell projection part,CC,1467,30,1.874170265513202e-5
cell projection,CC,2178,39,1.935513025090122e-5
somatodendritic compartment,CC,843,21,2.3936012519156392e-5
postsynapse,CC,613,17,4.021433423491045e-5
synapse,CC,1171,25,5.0725371323139174e-5
cell body,CC,564,16,5.228352003716605e-5
integral component of plasma membrane,CC,1634,31,5.61400277371469e-5
intrinsic component of plasma membrane,CC,1713,32,5.624706873258744e-5
membrane part,CC,6939,88,5.879594279698715e-5
intracellular part,CC,15063,977,2.137364741833526e-58
intracellular,CC,15073,977,3.6103238330510856e-58
intracellular organelle,CC,13294,910,1.5944554215451518e-57
ribosomal subunit,CC,190,81,1.4315286740860128e-53
intracellular organelle part,CC,9811,745,6.117575637499046e-53
intracellular membrane-bounded organelle,CC,11488,821,1.477215050396871e-51
organelle,CC,14144,929,1.027590706594621e-49
nucleoplasm,CC,3512,375,1.3196805468465703e-49
ribosome,CC,272,91,2.3814479382135643e-49
organelle part,CC,10112,751,3.449578988303523e-49
cytosolic ribosome,CC,112,60,2.416496310457189e-47
intracellular part,CC,15063,2213,1.204102916222714e-121
intracellular,CC,15073,2213,3.9969028125609375e-121
intracellular organelle,CC,13294,2028,1.0035353071754236e-106
nucleoplasm,CC,3512,815,3.618577881297891e-100
organelle,CC,14144,2089,3.6646651323348126e-97
intracellular membrane-bounded organelle,CC,11488,1820,1.1378941173929299e-95
membrane-bounded organelle,CC,13019,1956,4.699486434506757e-86
intracellular organelle part,CC,9811,1604,6.042770541007989e-84
organelle part,CC,10112,1626,2.5406443169038556e-79
nucleus,CC,7932,1348,1.0789766417040763e-72
nuclear lumen,CC,4594,897,1.6252365785707244e-68
nuclear part,CC,5023,954,1.4895676350846214e-67
catalytic complex,CC,1370,376,9.965142347324489e-61
intracellular organelle lumen,CC,5740,1030,1.7692130852804517e-60
membrane-enclosed lumen,CC,5740,1030,1.7692130852804517e-60
organelle lumen,CC,5740,1030,1.7692130852804517e-60
cytoplasm,CC,11625,307,1.1916305780758612e-11
intracellular,CC,15073,366,1.041587528156883e-10
intracellular organelle part,CC,9811,268,1.0502489035389637e-10
intracellular part,CC,15063,365,2.0817384026105917e-10
organelle part,CC,10112,273,2.1308906713058085e-10
intracellular organelle,CC,13294,327,2.4237523301196236e-8
cytoplasmic part,CC,9735,257,3.0619755354944184e-8
organelle,CC,14144,340,1.220812962389409e-7
membrane-bounded organelle,CC,13019,319,1.3509060562694411e-007
intracellular membrane-bounded organelle,CC,11488,287,5.127445845765753e-7
intracellular part,CC,15063,455,2.479540709669624e-19
intracellular,CC,15073,455,3.0518183670778205e-19
cytoplasm,CC,11625,379,3.3174105828869125e-17
intracellular organelle part,CC,9811,336,5.564461339375925e-17
cytoplasmic part,CC,9735,334,6.300217647879539e-17
intracellular organelle,CC,13294,414,1.0164929143343088e-16
organelle part,CC,10112,340,6.568532508801399e-16
organelle,CC,14144,427,5.721801922167881e-15
intracellular membrane-bounded organelle,CC,11488,364,2.770045501438335e-13
nucleoplasm,CC,3512,152,5.569637754042904e-13
membrane-bounded organelle,CC,13019,395,3.2836068051301327e-12
cytosol,CC,5085,196,3.358234801210807e-12
intermediate filament,CC,214,53,7.563139234663007e-40
nucleoplasm,CC,3512,30,5.14886583253605e-9
nuclear part,CC,5023,36,5.264859524506869e-9
nucleus,CC,7932,45,1.1689918283889362e-8
nuclear lumen,CC,4594,33,4.248868153171929e-8
spliceosomal complex,CC,185,8,6.507645780780616e-8
ribonucleoprotein complex,CC,1478,17,6.95385402830791e-7
nucleoplasm,CC,3512,51,6.610740832731743e-14
nucleus,CC,7932,76,1.078784343278202e-12
nuclear part,CC,5023,59,2.1396395452681397e-12
nuclear lumen,CC,4594,55,1.186184951297564e-11
intracellular organelle lumen,CC,5740,59,7.352109991562302e-10
membrane-enclosed lumen,CC,5740,59,7.352109991562302e-10
organelle lumen,CC,5740,59,7.352109991562302e-10
catalytic complex,CC,1370,25,1.5062043798790348e-8
intracellular membrane-bounded organelle,CC,11488,85,2.7705080278906265e-8
chromosome,CC,1075,21,8.594874823537116e-8
membrane-bounded organelle,CC,13019,90,1.4032259253582982e-7
intracellular organelle,CC,13294,91,1.5351666223305958e-7
intracellular part,CC,15063,97,2.504917836508498e-7
intracellular,CC,15073,97,2.6392203883892036e-7
chromosomal part,CC,951,19,2.77470877244714e-7
spliceosomal complex,CC,185,9,4.3163869517535683e-7
nucleoplasm,CC,3512,350,3.9169351851458767e-56
nuclear lumen,CC,4594,385,2.3211235993046134e-43
intracellular part,CC,15063,827,5.481290134491646e-43
intracellular,CC,15073,827,8.32992380596612e-43
nuclear part,CC,5023,405,4.81989381580838e-42
intracellular organelle,CC,13294,763,3.248473920731355e-40
intracellular membrane-bounded organelle,CC,11488,687,1.0812844544640982e-36
nucleoplasm part,CC,1126,152,2.3143614328674755e-36
intracellular organelle lumen,CC,5740,427,5.703118855811378e-36
membrane-enclosed lumen,CC,5740,427,5.703118855811378e-36
organelle lumen,CC,5740,427,5.703118855811378e-36
organelle,CC,14144,782,4.121121140632196e-35
nucleus,CC,7932,530,6.641329180199169e-35
membrane-bounded organelle,CC,13019,740,2.386080323853013e-34
intracellular organelle part,CC,9811,609,2.7718408671225873e-33
catalytic complex,CC,1370,162,8.61706564035844e-32
cytoplasm,CC,11625,1625,2.0463314882017042e-57
cytoplasmic part,CC,9735,1403,2.278761857001795e-50
endomembrane system,CC,4441,724,1.120732676003227e-34
vesicle,CC,3884,649,1.2127918095383766e-33
intracellular vesicle,CC,2317,410,6.1116813435492085e-25
cytoplasmic vesicle,CC,2314,409,8.966507779750417e-25
membrane,CC,9495,1268,8.439916134572772e-24
extracellular vesicle,CC,2186,380,1.3988823659536565e-21
extracellular organelle,CC,2191,380,2.122742651372001e-21
extracellular exosome,CC,2163,375,4.4712025183916956e-21
cell projection,CC,2178,376,8.368803074927053e-21
endoplasmic reticulum,CC,1911,335,1.5474827505495266e-19
collagen-containing extracellular matrix,CC,406,13,7.03544087634256e-6
plasma membrane part,CC,2985,42,7.083251541145686e-6
cell periphery,CC,5756,65,1.558683982384896e-5
plasma membrane,CC,5637,64,1.6044269905918044e-5
vesicle,CC,3884,48,4.221335744462015e-5
extracellular matrix,CC,526,13,1.0287304729062038e-4
main axon,CC,68,5,1.2464692390460946e-4
internode region of axon,CC,4,2,2.997888105322651e-4
extracellular region,CC,4586,51,3.5333833658883436e-4
myelin sheath,CC,49,4,4.087112023671987e-4
lysosomal lumen,CC,95,5,5.940764903852112e-4
cytoplasmic part,CC,9735,89,7.231322254342376e-4
cell body,CC,564,12,7.317417119959767e-4
intrinsic component of membrane,CC,5495,33,9.181476698603884e-6
integral component of membrane,CC,5330,32,1.4585410381789598e-5
membrane part,CC,6939,36,7.952760313687628e-5
integral component of postsynaptic density membrane,CC,50,3,4.673718388549084e-4
intrinsic component of postsynaptic density membrane,CC,53,3,5.550111907367527e-4
membrane,CC,9495,41,0.0013105956869607042
integral component of postsynaptic specialization membrane,CC,74,3,0.0014680658414242384
postsynaptic density membrane,CC,74,3,0.0014680658414242384
intrinsic component of postsynaptic specialization membrane,CC,77,3,0.0016459956410703838
nucleus,CC,7932,2581,4.667501724097661e-243
nucleoplasm,CC,3512,1429,1.1152428490046365e-202
intracellular membrane-bounded organelle,CC,11488,3150,7.329454857093924e-173
intracellular part,CC,15063,3758,1.1885576245581167e-168
intracellular,CC,15073,3759,2.4072341547694894e-168
intracellular organelle,CC,13294,3447,4.67001979836593e-159
nuclear part,CC,5023,1721,2.1012363874142137e-155
nuclear lumen,CC,4594,1606,2.0665844685319537e-151
nucleus,CC,7932,2552,1.5320675506079986e-228
nucleoplasm,CC,3512,1430,3.1872182495459384e-203
intracellular part,CC,15063,3766,3.7382341057149806e-173
intracellular,CC,15073,3767,7.579210530568598e-173
intracellular membrane-bounded organelle,CC,11488,3148,5.795762105983845e-172
intracellular organelle,CC,13294,3443,3.393173891132487e-157
nuclear part,CC,5023,1701,7.457796776134858e-147
nuclear lumen,CC,4594,1589,4.6312869472625874e-144
nucleus,CC,7932,884,1.3999383007090245e-67
nucleoplasm,CC,3512,496,7.181751277881021e-59
nuclear lumen,CC,4594,560,6.839507567144961e-46
nuclear part,CC,5023,590,1.2031361595486582e-43
intracellular membrane-bounded organelle,CC,11488,1067,5.313076353494253e-43
intracellular organelle,CC,13294,1180,2.247453391804402e-42
late endosome,CC,256,2,0.004143684581852008
intermediate filament,CC,214,35,5.471642326588823e-27
nucleoplasm,CC,3512,117,1.936411888242223e-26
nucleus,CC,7932,182,9.90806744326976e-26
nuclear part,CC,5023,133,3.2778364010708063e-21
nuclear lumen,CC,4594,124,5.016206519897106e-20
intracellular part,CC,15063,1412,2.2747190899158454e-54
intracellular,CC,15073,1412,4.3546742218152965e-54
nucleoplasm,CC,3512,484,2.183312677197329e-42
intracellular organelle,CC,13294,1270,6.341529790962014e-42
organelle,CC,14144,1325,1.515195299452751e-41
intracellular membrane-bounded organelle,CC,11488,1136,2.8373416921979857e-39
membrane-bounded organelle,CC,13019,1240,4.867478177161391e-38
nucleus,CC,7932,847,1.845156942762299e-34
cytosol,CC,5085,602,2.525583582493698e-33
intracellular organelle part,CC,9811,979,3.918965021249046e-30
organelle part,CC,10112,1001,7.249559595728554e-30
nuclear part,CC,5023,581,6.291485287960809e-29
nuclear lumen,CC,4594,541,1.9999942176088062e-28
plasma membrane bounded cell projection,CC,2103,141,2.1982508477570993e-15
cell projection,CC,2178,144,3.2442800481934173e-15
neuron part,CC,1729,121,1.6493082217244712e-14
cell projection part,CC,1467,105,3.043137036582424e-13
plasma membrane bounded cell projection part,CC,1467,105,3.043137036582424e-13
cytoplasm,CC,11625,487,1.267084406643545e-12
intermediate filament,CC,214,59,5.076794852854551e-31
intermediate filament cytoskeleton,CC,251,61,1.0298791808959795e-28
nucleoplasm,CC,3512,157,3.5984734350517123e-23
nucleus,CC,7932,260,1.771977456802514e-21
nuclear lumen,CC,4594,181,4.827759047327726e-21
intracellular membrane-bounded organelle,CC,11488,329,7.197661331733967e-21
nuclear part,CC,5023,189,6.952192548881954e-20
intracellular part,CC,15063,385,1.9031984028105827e-19
intracellular,CC,15073,385,2.2958108404083956e-19
membrane-bounded organelle,CC,13019,351,1.1433669761037335e-18
nucleoplasm part,CC,1126,72,7.80690921693327e-18
intracellular part,CC,15063,1285,2.491503063475168e-53
intracellular,CC,15073,1285,4.568024720491126e-53
intracellular membrane-bounded organelle,CC,11488,1059,2.4964707638789656e-46
nucleoplasm,CC,3512,457,1.9451044054524543e-45
membrane-bounded organelle,CC,13019,1147,1.4133035508199598e-43
intracellular organelle,CC,13294,1161,1.3048203414492091e-42
organelle,CC,14144,1204,6.646158547309526e-40
nucleus,CC,7932,787,2.488279997108108e-37
cytosol,CC,5085,552,2.2126564153444617e-32
catalytic complex,CC,1370,218,6.953481945602153e-32
intracellular organelle part,CC,9811,902,7.199487693231475e-32
nuclear lumen,CC,4594,508,3.7730450006360505e-31
nuclear part,CC,5023,541,1.35753926269504e-30
organelle part,CC,10112,912,6.806476942775336e-29
synapse part,CC,938,18,6.826272067088124e-7
presynapse,CC,491,13,8.783018913046163e-7
intermediate filament,CC,214,21,2.2373524062648247e-14
intermediate filament cytoskeleton,CC,251,21,5.224996989389968e-13
nucleoplasm,CC,3512,728,1.0520074078808375e-109
nucleus,CC,7932,1230,2.768557475102422e-109
intracellular membrane-bounded organelle,CC,11488,1522,8.601560629424645e-92
intracellular,CC,15073,1799,1.6930078792082216e-91
intracellular part,CC,15063,1798,2.6288603626052185e-91
intracellular organelle,CC,13294,1657,1.6577891694205427e-85
nuclear part,CC,5023,856,3.7883556896362915e-83
nuclear lumen,CC,4594,802,1.661428144041586e-81
membrane-bounded organelle,CC,13019,1621,6.655913485677452e-79
organelle,CC,14144,1705,5.517875767767959e-77
nucleoplasm,CC,3512,323,6.991040445510433e-45
nucleoplasm part,CC,1126,148,6.116351835478422e-35
intracellular membrane-bounded organelle,CC,11488,671,1.704068611755167e-34
nuclear part,CC,5023,378,2.1726138980076146e-33
nuclear lumen,CC,4594,354,9.38049212738777e-33
intracellular organelle,CC,13294,729,1.836457976224744e-30
nucleus,CC,7932,509,3.617452263220526e-30
intracellular part,CC,15063,788,1.934701645152142e-29
intracellular,CC,15073,788,2.741342387706264e-29
intracellular organelle lumen,CC,5740,399,5.476146084596922e-28
membrane-enclosed lumen,CC,5740,399,5.476146084596922e-28
organelle lumen,CC,5740,399,5.476146084596922e-28
intracellular organelle part,CC,9811,582,4.546187211008316e-27
intracellular,CC,15073,2149,3.053100302932383e-115
intracellular part,CC,15063,2148,4.066946694263274e-115
intracellular organelle,CC,13294,1987,9.367840288133599e-111
intracellular membrane-bounded organelle,CC,11488,1805,5.254234322502744e-108
nucleoplasm,CC,3512,807,1.065153472337802e-103
intracellular organelle part,CC,9811,1613,2.3185425347640906e-102
organelle,CC,14144,2037,9.054815685397231e-97
organelle part,CC,10112,1629,3.369684564701606e-95
membrane-bounded organelle,CC,13019,1924,7.14168423448131e-93
ribosomal subunit,CC,190,130,5.045645466248464e-77
nuclear part,CC,5023,955,2.8679447083607415e-75
protein-containing complex,CC,6151,1103,4.906146080206014e-75
nuclear lumen,CC,4594,890,7.703723046680553e-73
nucleus,CC,7932,1313,4.1688173889042746e-71
intracellular organelle lumen,CC,5740,1038,7.59906578931322e-71
membrane-enclosed lumen,CC,5740,1038,7.59906578931322e-71
organelle lumen,CC,5740,1038,7.59906578931322e-71
cytoplasm,CC,11625,1724,3.2688220512431023e-69
catalytic complex,CC,1370,385,9.425646983940251e-69
intracellular part,CC,15063,2113,4.3286979513256346e-117
intracellular,CC,15073,2113,1.3606452753627094e-116
intracellular organelle,CC,13294,1957,5.473737635625171e-113
intracellular membrane-bounded organelle,CC,11488,1776,1.4044796573541991e-108
nucleoplasm,CC,3512,798,1.2899487456813945e-104
intracellular organelle part,CC,9811,1587,1.7156341776043539e-102
organelle,CC,14144,2007,9.607214169677611e-100
membrane-bounded organelle,CC,13019,1896,2.6642801427276237e-95
organelle part,CC,10112,1601,1.0173679335951859e-94
ribosomal subunit,CC,190,129,7.43667533944674e-77
nuclear part,CC,5023,944,1.643082753363885e-76
nucleus,CC,7932,1301,2.5750491546134725e-74
nuclear lumen,CC,4594,879,1.1610545546245377e-73
protein-containing complex,CC,6151,1076,1.8074016300636853e-71
intracellular organelle lumen,CC,5740,1023,3.4749671000736416e-71
membrane-enclosed lumen,CC,5740,1023,3.4749671000736416e-71
organelle lumen,CC,5740,1023,3.4749671000736416e-71
cytoplasm,CC,11625,1691,5.498611203283899e-68
intracellular,CC,15073,1884,6.2942583507331465e-109
intracellular part,CC,15063,1883,1.0314933865026602e-108
intracellular organelle,CC,13294,1752,5.85123754822801e-108
nucleoplasm,CC,3512,735,1.311066013125748e-104
intracellular membrane-bounded organelle,CC,11488,1592,3.4764743088707653e-103
intracellular organelle part,CC,9811,1421,1.2095568440317473e-95
organelle,CC,14144,1789,2.4146277561615162e-92
membrane-bounded organelle,CC,13019,1692,1.4092505017839975e-88
organelle part,CC,10112,1430,3.181733246940984e-87
nuclear part,CC,5023,862,1.4645882344169897e-76
nuclear lumen,CC,4594,806,9.764646529752373e-75
nucleus,CC,7932,1180,1.332465448257755e-74
intracellular organelle lumen,CC,5740,931,5.402322778899956e-71
membrane-enclosed lumen,CC,5740,931,5.402322778899956e-71
organelle lumen,CC,5740,931,5.402322778899956e-71
protein-containing complex,CC,6151,971,1.3358666267237814e-68
catalytic complex,CC,1370,346,1.4506006694009244e-64
ribosomal subunit,CC,190,112,1.0670148253327874e-62
neuron part,CC,1729,100,6.054289403433478e-11
neuron projection,CC,1312,79,1.3873446446671388e-9
intracellular,CC,15073,1940,7.279015794724366e-113
intracellular part,CC,15063,1939,1.1618859249204772e-112
intracellular organelle,CC,13294,1805,2.7723369986379446e-112
nucleoplasm,CC,3512,760,8.455145152599923e-110
intracellular membrane-bounded organelle,CC,11488,1642,4.4157526303492954e-108
intracellular organelle part,CC,9811,1459,4.114642229422349e-97
organelle,CC,14144,1843,4.352226358236804e-96
membrane-bounded organelle,CC,13019,1744,1.579721881215799e-92
organelle part,CC,10112,1469,8.663121553217601e-89
nucleus,CC,7932,1224,1.5097985255319011e-80
nuclear part,CC,5023,889,9.950085120565515e-80
nuclear lumen,CC,4594,831,1.0408627718730287e-77
intracellular organelle lumen,CC,5740,965,8.076322578393055e-76
membrane-enclosed lumen,CC,5740,965,8.076322578393055e-76
organelle lumen,CC,5740,965,8.076322578393055e-76
protein-containing complex,CC,6151,1004,1.8106260253574682e-72
catalytic complex,CC,1370,357,3.532429694958385e-67
ribosomal subunit,CC,190,116,6.417220357763183e-66
nucleoplasm,CC,3512,731,3.9218001418983854e-111
intracellular,CC,15073,1811,2.360663118936352e-98
intracellular part,CC,15063,1810,3.825450874744926e-98
intracellular membrane-bounded organelle,CC,11488,1532,4.06934291676137e-96
nucleus,CC,7932,1196,5.9724738118145e-94
intracellular organelle,CC,13294,1665,4.5655447832102014e-89
nuclear lumen,CC,4594,801,5.879456808219812e-81
nuclear part,CC,5023,851,6.292797207553443e-81
organelle,CC,14144,1711,1.534362152747363e-79
membrane-bounded organelle,CC,13019,1623,1.7582915992556044e-79
intracellular organelle lumen,CC,5740,893,8.139558372727908e-66
membrane-enclosed lumen,CC,5740,893,8.139558372727908e-66
organelle lumen,CC,5740,893,8.139558372727908e-66
nucleoplasm part,CC,1126,302,1.2143059974152554e-65
intracellular organelle part,CC,9811,1302,6.161349828614576e-64
nucleoplasm,CC,3512,959,5.845992179949286e-145
intracellular membrane-bounded organelle,CC,11488,2011,1.601149305312012e-114
intracellular organelle,CC,13294,2206,8.292467100427522e-112
intracellular,CC,15073,2381,7.208471405958397e-110
intracellular part,CC,15063,2380,7.75008170792156e-110
nucleus,CC,7932,1552,1.5839538939883408e-109
nuclear lumen,CC,4594,1054,9.64557364852506e-105
nuclear part,CC,5023,1118,1.5037168539405665e-103
intracellular organelle part,CC,9811,1759,1.7358140794303709e-94
organelle,CC,14144,2257,9.889415977906766e-94
membrane-bounded organelle,CC,13019,2131,2.2339571573899646e-91
intracellular organelle lumen,CC,5740,1193,2.195533386389431e-90
membrane-enclosed lumen,CC,5740,1193,2.195533386389431e-90
organelle lumen,CC,5740,1193,2.195533386389431e-90
organelle part,CC,10112,1773,1.3175195574939527e-85
catalytic complex,CC,1370,420,5.954143802054771e-72
nucleoplasm part,CC,1126,368,8.264042883114487e-71
nucleoplasm,CC,3512,1135,2.1272499824741478e-190
nucleus,CC,7932,1911,1.889589698947374e-188
intracellular membrane-bounded organelle,CC,11488,2334,2.9439324305557104e-146
nuclear lumen,CC,4594,1258,2.564689831329747e-145
nuclear part,CC,5023,1331,4.392166895172462e-143
intracellular part,CC,15063,2756,6.241628715022312e-143
intracellular,CC,15073,2757,6.751229039240831e-143
intracellular organelle,CC,13294,2536,6.383987648904012e-133
membrane-bounded organelle,CC,13019,2468,9.115521932080101e-117
organelle,CC,14144,2605,1.0565601235600166e-116
intracellular organelle lumen,CC,5740,1394,5.031889125823246e-116
membrane-enclosed lumen,CC,5740,1394,5.031889125823246e-116
organelle lumen,CC,5740,1394,5.031889125823246e-116
cytoskeleton of presynaptic active zone,CC,6,1,0.0017560543034532694
outer dense fiber,CC,6,1,0.0017560543034532694
presynaptic cytoskeleton,CC,8,1,0.002340834361472699
presynaptic active zone cytoplasmic component,CC,16,1,0.004677100685786417
neuron part,CC,1729,222,8.23205868572103e-31
cell periphery,CC,5756,500,3.499426896633795e-26
plasma membrane,CC,5637,485,3.851325590901551e-24
neuron projection,CC,1312,169,2.1557367514245423e-23
synapse,CC,1171,154,3.2469250827226644e-22
plasma membrane part,CC,2985,291,1.6375333164431615e-20
axon,CC,606,98,1.678649127582184e-20
synapse part,CC,938,129,2.5300444625662082e-20
somatodendritic compartment,CC,843,118,2.9739286410597102e-19
cell periphery,CC,5756,435,1.5190767134421182e-26
plasma membrane,CC,5637,426,8.643736562323713e-26
neuron part,CC,1729,185,3.135093250142475e-25
synapse,CC,1171,134,1.0103979619307707e-20
synaptic membrane,CC,432,71,1.4948540654947323e-19
plasma membrane part,CC,2985,251,2.4126096329353733e-19
somatodendritic compartment,CC,843,105,5.806637977831875e-19
neuron projection,CC,1312,140,6.880402768990143e-19
synapse part,CC,938,112,9.024953130766039e-19
membrane part,CC,6939,470,1.5080321496850043e-18
cell projection,CC,2178,197,2.7928978919412703e-18
neuron part,CC,1729,285,7.656236618740194e-40
neuron projection,CC,1312,220,1.8449359304279997e-31
synapse,CC,1171,203,5.68137545572636e-31
somatodendritic compartment,CC,843,164,7.396832486032982e-31
cytoplasm,CC,11625,1079,2.422079159208685e-30
synapse part,CC,938,174,4.153003964132139e-30
axon,CC,606,131,2.600021121721542e-29
cytoplasmic part,CC,9735,928,1.501744962207382e-26
membrane,CC,9495,910,1.6142582059266156e-26
synaptic membrane,CC,432,102,3.707688490266428e-26
neuron part,CC,1729,294,5.5933029178704884e-42
neuron projection,CC,1312,234,2.5145125496240934e-36
synapse,CC,1171,214,1.0205107931896106e-34
somatodendritic compartment,CC,843,172,7.5225476764752245e-34
synapse part,CC,938,181,2.325857275398467e-32
axon,CC,606,136,3.397092374383574e-31
cell projection,CC,2178,301,4.182607515971759e-26
synaptic membrane,CC,432,103,5.227151538070843e-26
plasma membrane bounded cell projection,CC,2103,293,6.032350511375875e-26
intracellular organelle,CC,13294,1181,2.4477608350189845e-35
endoplasmic reticulum lumen,CC,309,24,2.0627649744929858e-18
collagen-containing extracellular matrix,CC,406,23,1.0790690906969863e-14
extracellular matrix,CC,526,23,2.413019350976644e-12
basement membrane,CC,95,11,6.626561825925267e-11
collagen trimer,CC,87,10,5.413099439717883e-10
extracellular matrix component,CC,51,8,2.4156704396135595e-9
nucleus,CC,7932,65,4.9210081361282135e-6
intracellular membrane-bounded organelle,CC,11488,82,1.3836102299022226e-5
ribosomal subunit,CC,190,91,6.441589985833674e-68
ribosome,CC,272,97,9.767600558893043e-58
cytosolic ribosome,CC,112,63,5.665467096332938e-53
large ribosomal subunit,CC,121,59,7.826986206145572e-45
intracellular organelle part,CC,9811,678,4.22535425886625e-39
nucleus,CC,7932,2003,4.998456398923028e-188
nucleoplasm,CC,3512,1104,4.5792500129477585e-149
intracellular part,CC,15063,2912,3.367623987956015e-142
intracellular,CC,15073,2912,1.5799636939572016e-141
intracellular membrane-bounded organelle,CC,11488,2439,3.7051483392382856e-137
nucleus,CC,7932,1770,3.1233758237050546e-118
catalytic complex,CC,1370,197,9.924921667478405e-30
nucleoplasm,CC,3512,370,1.6093324194365019e-27
nucleoplasm part,CC,1126,158,1.1803602107919917e-22
intracellular membrane-bounded organelle,CC,11488,875,3.804261238906763e-21
intracellular,CC,15073,1072,5.60129191723506e-20
intracellular part,CC,15063,1071,7.671541910770048e-20
intracellular organelle,CC,13294,973,1.5144609000583588e-19
intracellular organelle part,CC,9811,765,3.9229794801721976e-19
organelle,CC,14144,1017,1.1525534639058595e-18
organelle part,CC,10112,781,1.479222336205873e-18
nuclear lumen,CC,4594,417,2.4705480338634507e-18
membrane-bounded organelle,CC,13019,952,3.262745950051637e-18
nuclear part,CC,5023,441,7.073663236472848e-17
dendritic spine head,CC,9,2,1.9147473434598795e-4
extracellular matrix,CC,526,7,2.0890487408670077e-4
nucleoplasm,CC,3512,371,1.1241212186576336e-66
nucleus,CC,7932,595,6.949701126783232e-62
nuclear part,CC,5023,430,2.3376945608253273e-52
nuclear lumen,CC,4594,402,2.8832886242172366e-50
nucleoplasm part,CC,1126,170,3.257337536849248e-47
intracellular membrane-bounded organelle,CC,11488,714,4.286422905258082e-47
intracellular organelle,CC,13294,780,7.396663111929966e-47
intracellular part,CC,15063,832,1.7496751034764337e-43
intracellular,CC,15073,832,2.6683178126875277e-43
organelle,CC,14144,798,4.5910226578703087e-41
nucleus,CC,7932,2083,2.978085789150098e-205
nucleoplasm,CC,3512,1217,4.2062742267374955e-198
nuclear part,CC,5023,1461,1.7788331903838902e-161
nuclear lumen,CC,4594,1371,3.4651848762800325e-159
intracellular membrane-bounded organelle,CC,11488,2530,1.1645115825607785e-150
intracellular part,CC,15063,2993,3.108411303293856e-144
intracellular,CC,15073,2994,3.9789357235113054e-144
intracellular organelle,CC,13294,2769,4.7386300310616624e-144
organelle,CC,14144,2831,1.4678126839004443e-119
intracellular organelle lumen,CC,5740,1500,1.1714691014254287e-118
centralspindlin complex,CC,3,1,8.783486556127595e-4
central element,CC,8,1,0.002340834361472699
nucleoplasm,CC,3512,709,9.634267941733474e-143
nucleus,CC,7932,1120,2.6256435481786956e-129
nuclear part,CC,5023,844,7.41112686887687e-126
nuclear lumen,CC,4594,784,2.8034854500966054e-117
intracellular membrane-bounded organelle,CC,11488,1325,1.645969904396543e-92
chromosome,CC,1075,305,6.636979022509772e-91
intracellular organelle lumen,CC,5740,841,5.743461632646096e-89
membrane-enclosed lumen,CC,5740,841,5.743461632646096e-89
