target,role,tag
SAMHD1,TSG,cancermine
SCAF1,ONC,cancermine
SCAMP1,ONC,cancermine
SCAMP3,ONC,cancermine
SCAND1,TSG,cancermine
SCN2A,TSG,cancermine
SCN5A,ONC,cancermine
SCPEP1,ONC,cancermine
SDC1,ONC,cancermine
SDHA,TSG,cancermine
SDHAF1,TSG,cancermine
SDHAF2,TSG,cancermine
SDHC,TSG,cancermine
SEC23A,TSG,cancermine
SEC31A,ONC,cancermine
SEC61G,ONC,cancermine
SEMA3D,TSG,cancermine
SEMA3E,ONC,cancermine
SERPINA3,ONC,cancermine
SERPINI2,TSG,cancermine
SERTAD1,ONC,cancermine
SERTAD2,ONC,cancermine
SETD1B,ONC,cancermine
SETD5,ONC,cancermine
SETDB2,ONC,cancermine
SETX,TSG,cancermine
SF1,ONC,cancermine
SF3B3,ONC,cancermine
SF3B4,ONC,cancermine
SGCA,ONC,cancermine
SGMS1,ONC,cancermine
SGPP1,TSG,cancermine
SH3BP2,TSG,cancermine
SHARPIN,ONC,cancermine
SHBG,ONC,cancermine
SHISA3,TSG,cancermine
SIAH2,TSG,cancermine
SIL1,ONC,cancermine
SIRPA,TSG,cancermine
SIVA1,ONC,cancermine
SIX3,TSG,cancermine
SKI,ONC,cancermine
SKIL,ONC,cancermine
SLC16A2,ONC,cancermine
SLC1A2,ONC,cancermine
SLC25A22,ONC,cancermine
SLC25A3,TSG,cancermine
SLC25A43,TSG,cancermine
SLC27A3,ONC,cancermine
SLC28A1,TSG,cancermine
SLC34A2,ONC,cancermine
SLC35A4,ONC,cancermine
SLC46A1,ONC,cancermine
SLC46A2,TSG,cancermine
SLC4A7,ONC,cancermine
SLC5A1,ONC,cancermine
SLC7A1,TSG,cancermine
SLC7A11,ONC,cancermine
SLC7A5,ONC,cancermine
SMAD1,TSG,cancermine
SMARCD2,TSG,cancermine
SMC1A,ONC,cancermine
SMC4,ONC,cancermine
SMCHD1,TSG,cancermine
SMOC2,TSG,cancermine
SMPD3,TSG,cancermine
SMPDL3A,TSG,cancermine
SNAP23,ONC,cancermine
SNAP47,ONC,cancermine
SNCA,ONC,cancermine
SNRPB,ONC,cancermine
SNRPD3,TSG,cancermine
SNRPE,ONC,cancermine
SNX1,TSG,cancermine
SNX5,ONC,cancermine
SOCS6,TSG,cancermine
SOCS7,ONC,cancermine
SOD3,TSG,cancermine
SORBS1,ONC,cancermine
SOX14,TSG,cancermine
SOX8,ONC,cancermine
SP2,TSG,cancermine
SPAG9,ONC,cancermine
SPANXA1,ONC,cancermine
SPATA18,TSG,cancermine
SPC24,ONC,cancermine
SPEN,TSG,cancermine
SPIC,ONC,cancermine
SPIN3,TSG,cancermine
SPINT1,TSG,cancermine
SPNS1,ONC,cancermine
SPRED2,TSG,cancermine
SPRR3,TSG,cancermine
SPRYD7,TSG,cancermine
SPSB1,ONC,cancermine
SRM,ONC,cancermine
SRPK1,ONC,cancermine
SRPK2,ONC,cancermine
SRPX,TSG,cancermine
SRPX2,ONC,cancermine
SRSF7,ONC,cancermine
SRXN1,ONC,cancermine
SSTR1,TSG,cancermine
SSX1,ONC,cancermine
SSX2IP,ONC,cancermine
STIL,ONC,cancermine
STK17A,ONC,cancermine
STK35,ONC,cancermine
STK38,ONC,cancermine
STK38L,TSG,cancermine
STK40,ONC,cancermine
STOM,ONC,cancermine
STRA6,ONC,cancermine
STRA8,ONC,cancermine
STX11,TSG,cancermine
STX3,ONC,cancermine
SUB1,ONC,cancermine
SULT1E1,ONC,cancermine
SUMO1,ONC,cancermine
SYNCRIP,ONC,cancermine
SYP,ONC,cancermine
SYT13,TSG,cancermine
TAC1,TSG,cancermine
TAF12,ONC,cancermine
TAF15,ONC,cancermine
TAF1L,ONC,cancermine
TAF4B,TSG,cancermine
TAGLN,TSG,cancermine
TAX1BP3,ONC,cancermine
TBC1D12,ONC,cancermine
TBC1D3B,ONC,cancermine
TBX19,ONC,cancermine
TBX4,TSG,cancermine
TCF19,TSG,cancermine
TCF7,TSG,cancermine
TCN1,ONC,cancermine
TCOF1,TSG,cancermine
TDG,TSG,cancermine
TET3,TSG,cancermine
TFAP2E,TSG,cancermine
TFIP11,ONC,cancermine
TGFA,ONC,cancermine
TGFB1I1,ONC,cancermine
TGIF2LX,TSG,cancermine
TGM3,TSG,cancermine
THOC1,ONC,cancermine
THRB,TSG,cancermine
TIAF1,TSG,cancermine
TIMM17A,ONC,cancermine
TIMP1,ONC,cancermine
TIMP2,TSG,cancermine
TJP2,ONC,cancermine
TLK2,ONC,cancermine
TLL2,ONC,cancermine
TM9SF4,ONC,cancermine
TMBIM6,ONC,cancermine
TMEM100,TSG,cancermine
TMEM115,TSG,cancermine
TMEM119,ONC,cancermine
TMEM134,ONC,cancermine
TMEM14A,ONC,cancermine
TMEM196,TSG,cancermine
TMEM88,TSG,cancermine
TMIGD1,TSG,cancermine
TMPRSS11D,ONC,cancermine
TMSB10,ONC,cancermine
TMSB4Y,TSG,cancermine
TNFRSF10D,ONC,cancermine
TNFRSF18,TSG,cancermine
TNFRSF1B,ONC,cancermine
TNFRSF21,ONC,cancermine
TNFRSF6B,ONC,cancermine
TNFSF12,TSG,cancermine
TNKS,ONC,cancermine
TONSL,ONC,cancermine
TOP1,ONC,cancermine
TOPORS,TSG,cancermine
TP53AIP1,TSG,cancermine
TPM2,TSG,cancermine
TPM3,ONC,cancermine
TPM4,TSG,cancermine
TPTE,TSG,cancermine
TRA2B,ONC,cancermine
TRAF2,ONC,cancermine
TRIM2,TSG,cancermine
TRIM32,ONC,cancermine
TRIM36,ONC,cancermine
TRIM37,ONC,cancermine
TRIM45,TSG,cancermine
TRIM47,ONC,cancermine
TRIM50,TSG,cancermine
TRIM52,ONC,cancermine
TRIM66,ONC,cancermine
TRIM67,TSG,cancermine
TRIM7,ONC,cancermine
TRIP6,ONC,cancermine
TRIT1,TSG,cancermine
TRMT12,ONC,cancermine
TROAP,ONC,cancermine
TRPV4,ONC,cancermine
TRPV6,ONC,cancermine
TRRAP,ONC,cancermine
TSC22D1,TSG,cancermine
TSC22D3,ONC,cancermine
TSGA10,ONC,cancermine
TSHR,ONC,cancermine
TSHZ2,TSG,cancermine
TSPAN13,TSG,cancermine
TSPAN18,TSG,cancermine
TSPAN4,ONC,cancermine
TSPAN7,TSG,cancermine
TSTA3,ONC,cancermine
TTC12,TSG,cancermine
TTC36,TSG,cancermine
TTC4,TSG,cancermine
TTR,TSG,cancermine
TUT1,TSG,cancermine
TXNDC5,ONC,cancermine
TXNDC9,ONC,cancermine
UBA7,TSG,cancermine
UBB,ONC,cancermine
UBE2I,TSG,cancermine
UBE2K,ONC,cancermine
UBQLN1,TSG,cancermine
UBQLN4,TSG,cancermine
UBTF,ONC,cancermine
UFM1,TSG,cancermine
UNC93A,TSG,cancermine
UPP1,ONC,cancermine
URGCP,ONC,cancermine
USE1,ONC,cancermine
USH2A,TSG,cancermine
USP1,ONC,cancermine
USP33,TSG,cancermine
USP36,ONC,cancermine
USP44,TSG,cancermine
USP46,TSG,cancermine
USP49,TSG,cancermine
USP8,ONC,cancermine
UVRAG,TSG,cancermine
UXT,ONC,cancermine
VANGL2,TSG,cancermine
VAPA,ONC,cancermine
VASH1,TSG,cancermine
VAV2,ONC,cancermine
VCX,ONC,cancermine
VEGFB,ONC,cancermine
VEZT,TSG,cancermine
VGLL3,TSG,cancermine
VIP,ONC,cancermine
VIPR2,ONC,cancermine
VLDLR,TSG,cancermine
VPS37A,TSG,cancermine
VPS52,TSG,cancermine
VTN,ONC,cancermine
VWA2,ONC,cancermine
VWCE,ONC,cancermine
VWF,ONC,cancermine
WAS,TSG,cancermine
WDR1,ONC,cancermine
WDR12,ONC,cancermine
WDR66,ONC,cancermine
WDR76,TSG,cancermine
WFDC1,TSG,cancermine
WLS,ONC,cancermine
WNT11,TSG,cancermine
WNT4,TSG,cancermine
WNT5B,TSG,cancermine
WTIP,TSG,cancermine
XPO5,ONC,cancermine
XRCC6,TSG,cancermine
XRN1,TSG,cancermine
YME1L1,TSG,cancermine
YOD1,ONC,cancermine
YTHDC1,TSG,cancermine
ZAP70,ONC,cancermine
ZAR1,TSG,cancermine
ZBTB17,ONC,cancermine
ZBTB4,TSG,cancermine
ZBTB7B,ONC,cancermine
ZC3H12A,TSG,cancermine
ZC3H12D,TSG,cancermine
ZCCHC10,TSG,cancermine
ZCCHC12,ONC,cancermine
ZCCHC13,ONC,cancermine
ZDHHC3,TSG,cancermine
ZFAND4,ONC,cancermine
ZFP57,TSG,cancermine
ZHX1,ONC,cancermine
ZIM2,TSG,cancermine
ZNF121,ONC,cancermine
ZNF132,TSG,cancermine
ZNF148,ONC,cancermine
ZNF185,TSG,cancermine
ZNF208,TSG,cancermine
ZNF224,ONC,cancermine
ZNF267,ONC,cancermine
ZNF276,TSG,cancermine
ZNF280A,TSG,cancermine
ZNF326,ONC,cancermine
ZNF331,TSG,cancermine
ZNF384,ONC,cancermine
ZNF395,TSG,cancermine
ZNF471,TSG,cancermine
ZNF488,ONC,cancermine
ZNF516,TSG,cancermine
ZNF521,ONC,cancermine
ZNF569,TSG,cancermine
ZNF582,TSG,cancermine
ZNF677,TSG,cancermine
ZNF70,TSG,cancermine
ZNFX1,TSG,cancermine
ZSCAN18,TSG,cancermine
ZSWIM5,TSG,cancermine
ARHGAP35,TSG,cellpaper
ASXL1,TSG,cellpaper
ATM,TSG,cellpaper
BCOR,TSG,cellpaper
CDH1,TSG,cellpaper
CDKN1A,TSG,cellpaper
CHD8,TSG,cellpaper
CREBBP,TSG,cellpaper
CTNND1,TSG,cellpaper
DDX3X,TSG,cellpaper
DNMT3A,TSG,cellpaper
EEF2,TSG,cellpaper
EP300,TSG,cellpaper
FAT1,TSG,cellpaper
GPS2,TSG,cellpaper
HLA-A,TSG,cellpaper
JAK1,TSG,cellpaper
KANSL1,TSG,cellpaper
KIF1A,TSG,cellpaper
KMT2A,TSG,cellpaper
KMT2B,TSG,cellpaper
KMT2C,TSG,cellpaper
KMT2D,TSG,cellpaper
MAP2K4,TSG,cellpaper
MAP3K1,TSG,cellpaper
MEN1,TSG,cellpaper
MSH6,TSG,cellpaper
NIPBL,TSG,cellpaper
NOTCH1,TSG,cellpaper
PIK3R1,TSG,cellpaper
PRKAR1A,TSG,cellpaper
PTCH1,TSG,cellpaper
RASA1,TSG,cellpaper
RBM10,TSG,cellpaper
RNF43,TSG,cellpaper
RPL5,TSG,cellpaper
RUNX1,TSG,cellpaper
SCAF4,TSG,cellpaper
SIN3A,TSG,cellpaper
SOX9,TSG,cellpaper
SPTAN1,TSG,cellpaper
TCF12,TSG,cellpaper
THRAP3,TSG,cellpaper
TNFAIP3,TSG,cellpaper
TSC1,TSG,cellpaper
TSC2,TSG,cellpaper
ZMYM2,TSG,cellpaper
ZMYM3,TSG,cellpaper
