id,counts
lgg_tcga_analysis/readcounts/TCGA-E1-A7Z4-01A-11R-A34R-07,135812618
lgg_tcga_analysis/readcounts/TCGA-EZ-7264-01A-11R-2027-07,183865827
lgg_tcga_analysis/readcounts/TCGA-F6-A8O4-01A-11R-A36H-07,161861862
lgg_tcga_analysis/readcounts/TCGA-FG-5962-01B-11R-1896-07,160637317
lgg_tcga_analysis/readcounts/TCGA-FG-5963-01A-11R-1708-07,154812160
lgg_tcga_analysis/readcounts/TCGA-FG-5963-02A-12R-A29R-07,105436574
lgg_tcga_analysis/readcounts/TCGA-FG-5964-01A-11R-1708-07,132361851
lgg_tcga_analysis/readcounts/TCGA-FG-5965-01B-11R-1896-07,175207279
lgg_tcga_analysis/readcounts/TCGA-FG-5965-02A-11R-A29R-07,121439107
lgg_tcga_analysis/readcounts/TCGA-FG-5965-02B-11R-A29R-07,113379286
lgg_tcga_analysis/readcounts/TCGA-FG-6688-01A-11R-1896-07,153221295
lgg_tcga_analysis/readcounts/TCGA-FG-6689-01A-11R-1896-07,169805017
lgg_tcga_analysis/readcounts/TCGA-FG-6690-01A-11R-1896-07,134066384
lgg_tcga_analysis/readcounts/TCGA-FG-6691-01A-11R-1896-07,144792059
lgg_tcga_analysis/readcounts/TCGA-FG-6692-01A-11R-1896-07,161767015
lgg_tcga_analysis/readcounts/TCGA-FG-7634-01A-11R-2090-07,157669804
lgg_tcga_analysis/readcounts/TCGA-FG-7636-01A-11R-2090-07,128807374
lgg_tcga_analysis/readcounts/TCGA-FG-7637-01A-11R-2090-07,150228260
lgg_tcga_analysis/readcounts/TCGA-FG-7638-01B-12R-2090-07,132263264
lgg_tcga_analysis/readcounts/TCGA-FG-7641-01B-11R-2256-07,123474508
lgg_tcga_analysis/readcounts/TCGA-FG-7643-01A-11R-2090-07,153356605
lgg_tcga_analysis/readcounts/TCGA-FG-8181-01A-11R-2256-07,148050263
lgg_tcga_analysis/readcounts/TCGA-FG-8182-01A-11R-2256-07,149626400
lgg_tcga_analysis/readcounts/TCGA-FG-8185-01A-11R-2256-07,182901123
lgg_tcga_analysis/readcounts/TCGA-FG-8186-01A-11R-2256-07,147961746
lgg_tcga_analysis/readcounts/TCGA-FG-8187-01A-11R-2256-07,138967480
lgg_tcga_analysis/readcounts/TCGA-FG-8188-01A-11R-2256-07,105293787
lgg_tcga_analysis/readcounts/TCGA-FG-8189-01B-11R-A28M-07,122166831
lgg_tcga_analysis/readcounts/TCGA-FG-8191-01A-11R-2256-07,155596078
lgg_tcga_analysis/readcounts/TCGA-FG-A4MT-01A-11R-A26U-07,78084684
lgg_tcga_analysis/readcounts/TCGA-FG-A4MT-02A-11R-A29R-07,119663706
lgg_tcga_analysis/readcounts/TCGA-FG-A4MU-01B-11R-A28M-07,122856349
lgg_tcga_analysis/readcounts/TCGA-FG-A4MW-01A-11R-A26U-07,78956437
lgg_tcga_analysis/readcounts/TCGA-FG-A4MX-01A-11R-A26U-07,78038463
lgg_tcga_analysis/readcounts/TCGA-FG-A60J-01A-11R-A28M-07,133102169
lgg_tcga_analysis/readcounts/TCGA-FG-A60K-01A-11R-A29R-07,128284259
lgg_tcga_analysis/readcounts/TCGA-FG-A60L-01A-12R-A31N-07,113481514
lgg_tcga_analysis/readcounts/TCGA-FG-A6IZ-01A-11R-A31N-07,123715104
lgg_tcga_analysis/readcounts/TCGA-FG-A6J1-01A-11R-A31N-07,113946781
lgg_tcga_analysis/readcounts/TCGA-FG-A6J3-01A-11R-A31N-07,104249599
lgg_tcga_analysis/readcounts/TCGA-FG-A70Y-01A-12R-A34R-07,135344637
lgg_tcga_analysis/readcounts/TCGA-FG-A70Z-01A-12R-A33Z-07,154886733
lgg_tcga_analysis/readcounts/TCGA-FG-A710-01A-12R-A33Z-07,145875875
lgg_tcga_analysis/readcounts/TCGA-FG-A711-01A-21R-A33Z-07,128507924
lgg_tcga_analysis/readcounts/TCGA-FG-A713-01A-11R-A32Q-07,140976467
lgg_tcga_analysis/readcounts/TCGA-FG-A87N-01A-11R-A36H-07,156091559
lgg_tcga_analysis/readcounts/TCGA-FG-A87Q-01A-11R-A36H-07,109832199
lgg_tcga_analysis/readcounts/TCGA-FN-7833-01A-11R-2090-07,140525033
lgg_tcga_analysis/readcounts/TCGA-HT-7467-01A-11R-2027-07,193580356
lgg_tcga_analysis/readcounts/TCGA-HT-7468-01A-11R-2027-07,161408068
lgg_tcga_analysis/readcounts/TCGA-HT-7469-01A-11R-2256-07,145476750
lgg_tcga_analysis/readcounts/TCGA-HT-7470-01A-12R-2090-07,168908722
lgg_tcga_analysis/readcounts/TCGA-HT-7471-01A-11R-2256-07,119660505
